table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),,,,,,,,,,,,,,
"Table 1. Annual Estimates of the Population of Metropolitan and Micropolitan Statistical Areas: April 1, 2000 to July 1, 2009",,,,,,,,,,,,,,
"CBSA
Code","Metro
Division
Code",Geographic area,Population estimates,,,,,,,,,,"April 1, 2000",
,,,"July 1,
2009","July 1,
2008","July 1,
2007","July 1,
2006","July 1,
2005","July 1,
2004","July 1,
2003","July 1,
2002","July 1,
2001","July 1,
2000",Estimates base,Census
,,Metropolitan statistical areas,,,,,,,,,,,,
,,(Titles of metropolitan divisions are indented.),,,,,,,,,,,,
36660,,"Opelousas-Eunice, LA","92,326","91,948","91,291","90,756","88,593","88,273","87,935","87,787","87,605","87,711","87,700","87,700"
36700,,"Orangeburg, SC","90,112","90,601","90,615","89,844","90,764","90,568","90,948","91,138","91,261","91,486","91,514","91,582"
36820,,"Oskaloosa, IA","22,000","22,120","22,092","22,039","22,220","22,060","22,021","22,309","22,378","22,304","22,335","22,335"
36860,,"Ottawa-Streator, IL","153,206","153,485","153,333","152,914","152,389","152,207","151,500","152,567","153,201","153,064","153,135","153,098"
36900,,"Ottumwa, IA","35,334","35,297","35,344","35,673","35,771","35,651","35,716","35,803","35,954","36,005","36,051","36,051"
36940,,"Owatonna, MN","36,775","36,594","36,359","36,057","35,580","35,142","34,725","34,374","34,189","33,805","33,680","33,680"
37020,,"Owosso, MI","70,006","70,841","71,749","72,211","72,223","72,613","72,133","71,976","71,927","71,707","71,687","71,687"
37060,,"Oxford, MS","43,975","43,688","43,302","42,845","41,316","40,984","40,669","39,543","39,122","38,764","38,740","38,744"
37140,,"Paducah, KY-IL","98,609","98,163","97,788","97,551","97,542","97,329","97,376","97,634","97,898","98,681","98,765","98,765"
37220,,"Pahrump, NV","44,234","44,175","44,067","42,335","39,857","37,159","35,424","34,380","33,661","32,912","32,512","32,485"
37260,,"Palatka, FL","72,893","73,455","73,740","73,411","72,750","72,019","71,248","71,004","70,401","70,419","70,423","70,423"
37300,,"Palestine, TX","57,001","56,709","56,754","56,381","56,031","55,573","55,573","54,365","54,110","55,068","55,106","55,109"
37420,,"Pampa, TX","22,952","22,957","22,673","22,407","22,178","22,035","22,315","22,609","22,966","23,461","23,631","23,631"
37500,,"Paragould, AR","40,996","40,618","40,302","39,907","39,126","38,668","38,304","38,030","37,807","37,504","37,331","37,331"
37540,,"Paris, TN","31,876","31,751","31,517","31,399","31,294","31,077","31,052","31,258","31,169","31,122","31,103","31,115"
37580,,"Paris, TX","48,965","48,961","48,974","49,017","49,046","49,015","49,009","48,752","48,488","48,608","48,499","48,499"
37660,,"Parsons, KS","21,776","21,807","21,954","21,940","21,930","21,938","22,127","22,248","22,458","22,737","22,826","22,835"
37740,,"Payson, AZ","52,199","52,273","52,231","51,635","50,914","50,848","50,906","51,225","51,165","51,355","51,330","51,335"
37780,,"Pecos, TX","11,046","11,011","11,104","11,078","11,263","11,572","12,031","12,415","12,684","13,050","13,137","13,137"
37800,,"Pella, IA","32,682","32,774","32,654","32,830","32,310","32,256","32,277","32,412","32,505","32,101","32,054","32,052"
37820,,"Pendleton-Hermiston, OR","84,880","84,113","84,173","84,222","84,107","84,091","83,656","83,182","81,588","81,724","81,543","81,543"
37940,,"Peru, IN","36,001","36,214","36,646","36,918","36,759","36,558","36,829","36,761","36,336","36,160","36,082","36,082"
38020,,"Phoenix Lake-Cedar Ridge, CA","55,175","55,616","55,681","56,068","56,267","56,185","56,213","55,681","55,162","54,651","54,504","54,501"
38100,,"Picayune, MS","57,860","57,770","57,113","56,057","51,764","51,258","50,475","50,052","49,353","48,766","48,619","48,621"
38180,,"Pierre, SD","19,761","19,555","19,737","19,566","19,538","19,459","19,290","19,250","19,121","19,263","19,253","19,253"
38200,,"Pierre Part, LA","22,874","23,026","23,093","23,073","22,864","23,062","23,081","23,117","23,176","23,378","23,388","23,388"
38260,,"Pittsburg, KS","38,869","38,871","38,744","38,684","38,493","38,539","38,537","38,276","38,396","38,233","38,245","38,242"
38380,,"Plainview, TX","35,408","35,179","35,646","35,733","35,707","35,971","35,342","35,460","35,799","36,581","36,605","36,602"
38420,,"Platteville, WI","48,965","49,097","48,996","48,680","49,108","49,224","49,223","49,197","49,500","49,534","49,597","49,597"
38460,,"Plattsburgh, NY","81,618","81,699","81,865","81,905","81,690","81,380","81,066","80,525","80,248","79,897","79,894","79,894"
38500,,"Plymouth, IN","46,903","46,687","46,540","46,578","46,317","46,113","45,791","45,453","45,509","45,245","45,128","45,128"
38580,,"Point Pleasant, WV-OH","56,262","56,500","56,311","56,341","56,454","56,661","56,921","57,002","57,067","57,059","57,030","57,026"
38620,,"Ponca City, OK","46,110","45,886","45,955","45,760","46,079","46,590","47,107","47,529","47,437","47,944","48,083","48,080"
38700,,"Pontiac, IL","37,777","37,834","37,983","37,997","38,236","38,462","38,572","39,111","39,634","39,651","39,678","39,678"
38740,,"Poplar Bluff, MO","41,471","41,247","41,120","41,371","41,258","40,897","40,686","40,785","40,682","40,799","40,867","40,867"
38780,,"Portales, NM","18,817","18,749","19,044","18,844","18,817","18,645","18,579","18,532","18,298","17,985","18,018","18,018"
38820,,"Port Angeles, WA","71,413","70,937","70,272","69,671","68,749","67,446","66,349","65,819","64,792","64,285","64,180","64,525"
39020,,"Portsmouth, OH","76,334","76,453","76,419","76,189","76,155","76,347","77,150","77,906","78,385","79,096","79,195","79,195"
39060,,"Pottsville, PA","146,952","147,154","147,226","146,959","146,059","146,389","147,281","148,458","149,110","150,086","150,337","150,336"
39220,,"Price, UT","19,989","19,605","19,666","19,242","19,180","19,438","19,665","19,745","19,691","20,354","20,425","20,422"
39260,,"Prineville, OR","22,566","22,892","22,760","22,476","21,670","21,165","20,400","20,064","19,876","19,318","19,184","19,182"
39420,,"Pullman, WA","42,689","42,027","41,084","41,473","41,694","41,248","40,751","41,050","40,579","40,725","40,740","40,740"
39500,,"Quincy, IL-MO","76,845","76,782","76,837","76,949","76,802","76,867","77,406","78,087","78,418","78,721","78,771","78,771"
39700,,"Raymondville, TX","20,395","20,382","20,347","20,378","20,316","20,030","19,857","19,823","19,818","20,047","20,082","20,082"
39780,,"Red Bluff, CA","61,138","61,143","60,764","60,374","59,587","58,784","57,933","57,000","56,474","56,136","56,039","56,039"
39860,,"Red Wing, MN","45,836","45,794","45,721","45,450","45,222","45,229","44,939","44,890","44,556","44,155","44,127","44,127"
39940,,"Rexburg, ID","51,131","50,886","49,756","49,016","47,494","46,003","43,297","41,589","39,973","39,254","39,286","39,286"
39980,,"Richmond, IN","67,552","67,727","68,100","68,532","68,843","69,311","69,910","70,163","70,527","71,017","71,097","71,097"
40080,,"Richmond-Berea, KY","99,762","98,914","97,846","97,274","95,672","93,507","91,742","90,361","89,171","87,944","87,454","87,454"
40100,,"Rio Grande City-Roma, TX","62,671","61,552","60,949","60,240","59,266","58,668","57,317","55,862","54,565","53,818","53,597","53,597"
40180,,"Riverton, WY","38,719","38,057","37,368","36,739","36,277","35,943","35,800","35,801","35,606","35,817","35,804","35,804"
40260,,"Roanoke Rapids, NC","74,718","75,553","75,875","76,003","76,495","76,762","77,469","77,981","78,549","79,292","79,461","79,456"
40300,,"Rochelle, IL","55,336","55,289","55,023","54,621","53,935","53,358","52,808","52,138","51,620","51,161","51,032","51,032"
40460,,"Rockingham, NC","45,970","46,028","45,940","45,817","45,982","45,963","46,116","46,501","46,328","46,545","46,557","46,564"
40500,,"Rockland, ME","40,801","40,917","40,882","40,901","40,984","40,856","40,659","40,444","39,970","39,684","39,618","39,618"
40540,,"Rock Springs, WY","41,226","39,942","39,320","37,948","37,266","36,854","36,559","36,831","36,566","37,484","37,613","37,613"
40620,,"Rolla, MO","42,248","42,132","42,451","42,420","41,995","41,555","41,095","40,658","39,925","39,882","39,819","39,825"
40700,,"Roseburg, OR","103,205","103,529","103,688","103,685","102,817","102,010","101,307","100,579","100,069","100,423","100,397","100,399"
40740,,"Roswell, NM","63,622","62,998","62,429","61,456","61,321","60,822","60,757","60,484","60,824","61,297","61,382","61,382"
40760,,"Ruidoso, NM","21,016","20,925","20,832","20,926","20,741","20,482","20,123","19,621","19,442","19,535","19,411","19,411"
40780,,"Russellville, AR","82,710","81,960","81,046","80,132","78,529","77,563","76,732","76,537","76,132","75,663","75,608","75,608"
40820,,"Ruston, LA","58,349","57,969","57,770","57,765","57,708","57,880","57,544","57,200","57,558","57,891","57,906","57,906"
40860,,"Rutland, VT","63,014","63,214","63,312","63,484","63,508","63,419","63,440","63,246","63,294","63,423","63,398","63,400"
40940,,"Safford, AZ","45,086","44,262","42,496","40,751","39,921","39,748","40,166","40,826","41,588","42,083","42,036","42,036"
41220,,"St. Marys, GA","48,277","47,973","47,365","45,601","45,798","45,215","44,477","45,609","44,515","43,758","43,664","43,664"
41260,,"St. Marys, PA","32,011","32,274","32,638","32,823","33,225","33,710","34,046","34,362","34,757","35,035","35,111","35,112"
41460,,"Salina, KS","60,338","60,102","60,075","59,904","59,886","59,842","59,829","60,136","59,989","59,835","59,762","59,760"
41580,,"Salisbury, NC","140,798","139,739","137,337","135,418","133,644","133,116","133,261","133,347","132,178","130,686","130,344","130,340"
41820,,"Sanford, NC","60,477","59,135","57,836","56,704","55,441","54,417","52,894","51,724","51,202","49,434","49,212","49,040"
42300,,"Sault Ste. Marie, MI","38,731","38,786","38,805","38,585","38,594","38,499","38,582","38,620","38,459","38,599","38,543","38,543"
42380,,"Sayre, PA","61,131","61,209","61,347","61,441","61,747","61,803","61,952","62,326","62,496","62,760","62,761","62,761"
42420,,"Scottsbluff, NE","37,512","37,298","37,101","36,975","37,018","37,033","37,230","37,348","37,342","37,788","37,770","37,770"
42460,,"Scottsboro, AL","52,838","52,934","52,796","52,998","52,923","53,217","53,483","53,648","53,972","54,029","53,926","53,926"
42500,,"Scottsburg, IN","23,624","23,624","23,751","23,637","23,596","23,395","23,455","23,257","23,269","23,034","22,966","22,960"
42580,,"Seaford, DE","192,747","189,662","185,020","180,508","175,694","171,370","167,764","163,717","160,235","157,389","156,581","156,638"
42620,,"Searcy, AR","76,338","74,970","73,667","72,781","71,435","70,457","69,446","68,878","68,339","67,405","67,162","67,165"
42700,,"Sebring, FL","98,704","99,034","98,512","97,265","95,174","92,752","90,700","89,822","88,459","87,407","87,366","87,366"
42740,,"Sedalia, MO","41,421","41,065","40,794","40,538","40,127","39,626","39,485","39,407","39,487","39,441","39,403","39,403"
42780,,"Selinsgrove, PA","38,519","38,473","38,380","38,159","37,774","37,954","37,891","37,795","37,744","37,537","37,546","37,546"
42820,,"Selma, AL","41,925","42,627","42,780","43,050","43,358","43,927","44,504","44,944","45,910","46,181","46,379","46,365"
42860,,"Seneca, SC","71,514","71,093","70,687","69,947","69,292","68,613","68,146","67,713","66,929","66,415","66,215","66,215"
42900,,"Seneca Falls, NY","34,049","34,060","34,276","34,201","34,318","34,640","34,712","34,730","34,635","33,343","33,342","33,342"
42940,,"Sevierville, TN","86,243","85,361","83,952","82,075","79,607","77,311","75,636","74,398","73,218","71,701","71,170","71,170"
42980,,"Seymour, IN","42,362","42,199","42,120","42,042","41,933","41,613","41,530","41,428","41,380","41,402","41,335","41,335"
43060,,"Shawnee, OK","70,274","69,464","69,170","68,162","67,707","67,405","67,544","66,614","66,271","65,675","65,519","65,521"
43140,,"Shelby, NC","99,274","99,034","98,307","97,640","97,400","97,649","97,638","97,435","97,096","96,461","96,165","96,287"
43180,,"Shelbyville, TN","45,947","45,384","44,531","43,444","42,147","40,981","40,002","39,185","38,538","37,822","37,586","37,586"
43220,,"Shelton, WA","58,016","57,717","56,823","55,265","53,884","52,771","51,564","50,701","49,994","49,554","49,408","49,405"
43260,,"Sheridan, WY","29,163","28,601","27,947","27,476","27,121","26,985","26,962","26,871","26,646","26,591","26,560","26,560"
43320,,"Show Low, AZ","112,975","112,348","110,999","109,000","106,968","105,020","103,220","101,358","98,549","97,876","97,468","97,470"
43380,,"Sidney, OH","48,990","48,853","48,690","48,524","48,501","48,296","48,301","48,259","48,276","47,988","47,910","47,910"
43420,,"Sierra Vista-Douglas, AZ","129,518","128,425","127,736","126,751","125,637","123,235","121,175","119,750","118,573","118,028","117,732","117,755"
43460,,"Sikeston, MO","40,855","40,764","40,825","40,702","40,620","40,431","40,398","40,273","40,416","40,389","40,422","40,422"
43500,,"Silver City, NM","29,903","29,993","29,890","29,534","29,296","29,054","29,500","30,195","30,711","30,892","31,002","31,002"
43540,,"Silverthorne, CO","27,239","26,724","26,234","25,745","25,287","25,177","25,313","24,966","24,715","23,701","23,548","23,548"
43660,,"Snyder, TX","16,222","16,022","16,039","15,898","15,790","15,871","15,728","15,864","15,746","16,240","16,361","16,361"
43700,,"Somerset, KY","60,853","60,623","59,946","59,431","58,834","58,284","57,576","57,108","56,655","56,336","56,217","56,217"
43740,,"Somerset, PA","76,953","77,302","77,735","78,140","78,418","78,923","79,380","79,411","79,412","79,998","79,991","80,023"
43860,,"Southern Pines-Pinehurst, NC","87,158","86,031","84,703","82,718","80,790","79,482","78,409","77,579","76,311","75,195","74,771","74,769"
43940,,"Spearfish, SD","23,498","23,362","23,292","22,945","22,698","22,459","22,016","21,696","21,705","21,763","21,802","21,802"
43980,,"Spencer, IA","16,617","16,617","16,629","16,732","16,784","16,916","16,957","17,071","17,255","17,372","17,372","17,372"
44020,,"Spirit Lake, IA","16,623","16,644","16,586","16,621","16,608","16,478","16,318","16,343","16,473","16,461","16,424","16,424"
44260,,"Starkville, MS","44,544","44,070","43,891","43,203","42,443","42,143","42,223","42,387","42,826","43,041","42,899","42,902"
44340,,"Statesboro, GA","69,213","67,795","66,412","64,860","63,548","61,274","59,694","57,683","57,019","56,223","55,983","55,983"
44380,,"Statesville-Mooresville, NC","158,153","155,613","151,442","146,380","140,142","136,282","132,950","130,315","127,141","123,617","122,660","122,660"
44420,,"Staunton-Waynesboro, VA","118,147","117,709","116,939","115,408","113,469","112,076","110,915","110,576","109,516","109,216","108,988","108,988"
44500,,"Stephenville, TX","36,184","35,793","35,482","35,319","34,490","34,226","33,641","33,315","32,877","33,052","33,001","33,001"
44540,,"Sterling, CO","20,772","20,718","20,908","20,895","20,849","21,122","21,286","21,229","21,271","20,647","20,574","20,504"
44580,,"Sterling, IL","58,961","59,050","58,972","59,135","59,175","59,433","59,546","60,092","60,557","60,631","60,651","60,653"
44620,,"Stevens Point, WI","69,176","68,977","68,534","67,917","67,566","67,402","67,436","67,485","67,341","67,252","67,182","67,182"
44660,,"Stillwater, OK","79,727","78,733","78,326","79,741","76,144","76,044","74,873","72,926","71,437","68,259","68,186","68,190"
44740,,"Storm Lake, IA","19,601","19,491","19,455","19,604","19,713","19,800","19,990","20,142","20,194","20,352","20,411","20,411"
44780,,"Sturgis, MI","61,723","62,273","62,408","62,337","62,356","62,351","62,428","62,233","62,471","62,518","62,422","62,422"
44860,,"Sulphur Springs, TX","34,581","34,145","34,023","33,470","33,103","32,881","32,493","32,266","32,178","32,015","31,960","31,960"
44900,,"Summerville, GA","26,619","26,845","26,870","26,168","25,956","25,910","26,276","25,922","25,819","25,495","25,470","25,470"
44980,,"Sunbury, PA","91,311","91,220","91,148","91,190","91,561","92,057","92,585","93,063","93,534","94,472","94,556","94,556"
45000,,"Susanville, CA","34,473","34,547","35,005","34,078","34,037","34,102","33,695","33,300","33,503","33,749","33,828","33,828"
45020,,"Sweetwater, TX","14,917","14,909","14,580","14,590","14,599","14,871","15,010","15,048","15,338","15,749","15,802","15,802"
45140,,"Tahlequah, OK","46,029","45,667","45,065","45,036","44,408","44,129","43,853","43,518","43,032","42,674","42,523","42,521"
45180,,"Talladega-Sylacauga, AL","80,242","80,495","80,186","80,124","79,902","79,746","79,776","80,247","80,291","80,338","80,325","80,321"
45260,,"Tallulah, LA","11,385","11,739","11,796","11,942","12,086","12,255","12,617","13,027","13,394","13,707","13,728","13,728"
45340,,"Taos, NM","31,507","31,508","31,614","31,392","31,200","31,157","30,914","30,591","30,104","30,062","29,979","29,979"
45380,,"Taylorville, IL","34,253","34,467","34,566","34,642","34,786","35,010","34,944","35,022","35,152","35,354","35,372","35,372"
45520,,"The Dalles, OR","24,149","23,820","23,734","23,543","23,412","23,400","23,563","23,487","23,695","23,818","23,791","23,791"
45540,,"The Villages, FL","77,681","75,219","72,711","68,577","63,405","60,069","58,797","57,482","54,709","53,554","53,348","53,345"
45580,,"Thomaston, GA","27,551","27,484","27,547","27,430","27,492","27,515","27,619","27,580","27,711","27,617","27,597","27,597"
45620,,"Thomasville, GA","46,188","45,849","45,301","44,764","44,273","43,366","43,427","42,916","42,880","42,815","42,732","42,737"
45640,,"Thomasville-Lexington, NC","158,582","157,991","156,042","154,470","153,081","152,324","151,385","150,395","149,217","147,664","147,250","147,246"
45660,,"Tiffin, OH","56,152","56,564","56,739","56,882","57,217","57,511","57,738","57,934","58,310","58,607","58,683","58,683"
45700,,"Tifton, GA","42,959","42,554","42,152","41,516","40,481","40,012","39,270","38,949","38,550","38,445","38,390","38,407"
45740,,"Toccoa, GA","25,700","25,566","25,214","25,155","25,074","25,146","25,336","25,586","25,564","25,476","25,433","25,435"
45860,,"Torrington, CT","188,728","188,647","188,465","188,393","187,822","187,772","186,795","185,656","183,987","182,628","182,212","182,193"
45900,,"Traverse City, MI","142,350","142,319","141,843","141,103","139,881","138,922","137,816","136,138","134,722","132,029","131,348","131,342"
45980,,"Troy, AL","30,461","30,371","30,186","29,975","29,685","29,727","29,413","29,279","29,631","29,734","29,693","29,605"
46020,,"Truckee-Grass Valley, CA","97,751","97,297","96,942","96,772","96,554","95,974","95,195","94,412","93,594","92,503","92,033","92,033"
46100,,"Tullahoma, TN","99,927","99,476","98,972","98,273","97,148","96,207","95,494","94,888","93,971","93,286","93,026","93,024"
46180,,"Tupelo, MS","134,161","133,063","131,901","130,879","129,393","128,557","127,964","126,726","126,473","125,584","125,251","125,251"
46260,,"Tuskegee, AL","21,789","22,195","22,258","22,544","22,736","23,041","23,470","23,651","23,980","24,075","24,105","24,105"
46300,,"Twin Falls, ID","96,558","94,808","92,917","90,843","88,471","86,863","85,480","83,840","82,920","82,772","82,626","82,626"
46380,,"Ukiah, CA","86,040","85,786","85,560","85,959","86,803","87,092","87,415","86,911","86,614","86,396","86,263","86,265"
46420,,"Union, SC","27,362","27,644","27,706","28,055","28,235","28,460","28,881","29,252","29,543","29,880","29,884","29,881"
46460,,"Union City, TN-KY","38,245","38,523","38,437","38,485","38,949","39,366","39,586","39,798","40,058","40,184","40,202","40,202"
46500,,"Urbana, OH","39,713","39,718","39,589","39,531","39,195","39,237","39,155","39,134","38,968","38,925","38,890","38,890"
46620,,"Uvalde, TX","26,811","26,611","26,548","26,561","26,586","26,388","26,391","26,423","26,005","25,924","25,926","25,926"
46740,,"Valley, AL","34,320","34,473","34,731","34,822","35,173","35,387","35,626","35,952","36,281","36,593","36,614","36,583"
46780,,"Van Wert, OH","28,496","28,735","28,893","29,070","29,035","29,145","29,154","29,251","29,393","29,630","29,659","29,659"
46820,,"Vermillion, SD","13,490","13,597","13,458","13,332","13,278","13,261","13,396","13,413","13,570","13,498","13,537","13,537"
46860,,"Vernal, UT","31,536","29,834","28,917","27,803","26,978","26,466","26,180","26,173","25,697","25,253","25,224","25,224"
46900,,"Vernon, TX","13,541","13,512","13,747","13,907","13,918","13,887","14,084","14,273","14,362","14,638","14,676","14,676"
46980,,"Vicksburg, MS","48,175","48,145","48,893","49,164","48,604","48,904","48,793","49,029","49,247","49,581","49,644","49,644"
47080,,"Vidalia, GA","36,889","36,983","36,753","36,306","35,768","35,377","34,947","34,635","34,574","34,373","34,337","34,337"
47180,,"Vincennes, IN","37,907","37,948","37,854","37,963","38,176","38,419","38,429","38,774","38,846","39,193","39,256","39,256"
47340,,"Wabash, IN","32,558","32,781","32,929","33,274","33,476","33,863","34,109","34,357","34,626","34,977","34,960","34,960"
47420,,"Wahpeton, ND-MN","22,331","22,730","22,987","23,243","23,793","24,066","24,398","24,299","24,559","25,064","25,136","25,136"
47460,,"Walla Walla, WA","59,059","58,149","57,509","57,236","57,021","57,035","56,416","55,903","55,218","55,227","55,180","55,180"
47500,,"Walterboro, SC","39,246","39,349","39,146","38,911","38,990","38,895","38,729","38,606","38,427","38,333","38,264","38,264"
47540,,"Wapakoneta, OH","46,699","46,748","46,513","46,512","46,626","46,388","46,310","46,391","46,566","46,589","46,611","46,611"
47620,,"Warren, PA","40,638","40,776","41,003","41,153","41,554","42,155","42,523","42,966","43,526","43,785","43,863","43,863"
47660,,"Warrensburg, MO","52,657","52,161","52,009","51,687","51,473","51,212","50,538","49,884","49,310","48,481","48,259","48,258"
47700,,"Warsaw, IN","76,499","76,444","76,260","75,801","75,475","75,105","74,924","74,739","74,751","74,222","74,057","74,057"
47780,,"Washington, IN","30,620","30,318","30,120","29,958","30,010","29,938","29,817","29,659","29,632","29,828","29,820","29,820"
47820,,"Washington, NC","46,414","46,343","45,853","45,891","45,463","45,161","45,080","45,026","45,014","44,997","44,972","44,958"
47920,,"Washington Court House, OH","28,117","28,198","28,272","28,227","28,212","28,078","28,133","28,152","28,170","28,434","28,433","28,433"
47980,,"Watertown, SD","31,922","31,880","31,920","31,627","31,396","31,337","31,372","31,416","31,440","31,448","31,437","31,437"
48020,,"Watertown-Fort Atkinson, WI","80,833","80,580","80,006","79,270","78,650","77,972","77,092","76,678","76,338","75,928","75,758","74,021"
48060,,"Watertown-Fort Drum, NY","118,719","117,157","117,957","117,162","116,982","114,424","113,353","113,936","111,841","111,494","111,738","111,738"
48100,,"Wauchula, FL","29,415","29,135","28,832","28,192","27,846","27,657","27,416","27,284","26,679","26,911","26,938","26,938"
48180,,"Waycross, GA","54,494","54,160","53,782","52,950","52,051","51,628","51,399","51,141","51,250","51,136","51,119","51,119"
48460,,"West Plains, MO","38,921","38,968","38,540","38,309","38,066","37,532","37,327","37,168","37,104","37,232","37,238","37,238"
48500,,"West Point, MS","20,722","20,716","20,876","20,986","21,104","21,394","21,362","21,839","21,797","21,972","21,979","21,979"
48580,,"Whitewater, WI","100,593","100,538","100,239","99,973","99,000","97,496","96,637","95,154","93,423","92,431","92,005","93,759"
48740,,"Willimantic, CT","117,518","117,311","116,660","116,232","115,172","113,944","112,393","110,950","109,812","109,196","109,089","109,091"
48780,,"Williston, ND","20,451","19,797","19,566","19,272","19,136","19,144","19,256","19,416","19,430","19,652","19,761","19,761"
48820,,"Willmar, MN","41,123","40,959","40,870","40,861","40,936","41,041","41,053","40,883","41,179","41,144","41,201","41,203"
48940,,"Wilmington, OH","43,058","43,152","42,990","42,837","42,063","41,798","41,441","41,220","40,912","40,660","40,543","40,543"
48980,,"Wilson, NC","78,353","77,692","76,622","75,746","75,414","75,024","74,837","74,662","73,931","73,933","73,814","73,814"
49060,,"Winfield, KS","33,634","33,988","34,139","34,055","34,459","35,121","35,384","36,051","35,752","36,252","36,288","36,291"
49100,,"Winona, MN","49,436","49,590","49,699","49,497","49,570","49,309","49,474","49,506","49,822","50,037","49,985","49,985"
49260,,"Woodward, OK","19,959","19,729","19,595","19,016","18,849","18,720","18,416","18,382","18,317","18,427","18,486","18,486"
49300,,"Wooster, OH","114,222","114,156","113,748","113,804","113,209","112,954","112,826","112,576","112,109","111,664","111,528","111,564"
49380,,"Worthington, MN","20,558","20,425","20,090","20,069","20,248","20,262","20,386","20,479","20,747","20,777","20,832","20,832"
49460,,"Yankton, SD","21,986","21,883","21,710","21,658","21,617","21,670","21,529","21,482","21,471","21,606","21,652","21,652"
49540,,"Yazoo City, MS","27,981","28,311","28,609","28,740","27,839","27,788","27,804","27,677","27,770","28,128","28,149","28,149"
49780,,"Zanesville, OH","84,884","84,986","85,190","85,321","85,115","85,137","85,079","85,064","84,689","84,707","84,585","84,585"
Footnotes:,,,,,,,,,,,,,,
"/1 Broomfield County, CO was formed from parts of Adams, Boulder, Jefferson, and Weld Counties, CO on November 15, 2001 and was coextensive with Broomfield city.",,,,,,,,,,,,,,
"For purposes of presenting data for metropolitan and micropolitan statistical areas for Census 2000, Broomfield is treated as if it were a county at the time of the census.",,,,,,,,,,,,,,
"Note: The April 1, 2000 estimates base reflects changes to the Census 2000 population resulting from legal boundary updates as of January 1, 2009, other geographic program changes, and the Count Question Resolution program.  All geographic boundaries for the July 1, 2009 population estimates series are defined as of January 1, 2009.  The Office of Management and Budget's statistical area definitions for metropolitan and micropolitan statistical areas, as well as metropolitan divisions, are those issued by that agency in November 2008 <http://www.whitehouse.gov/omb/assets/omb/bulletins/fy2009/09-01.pdf>.  ",,,,,,,,,,,,,,
The metropolitan and micropolitan statistical area population estimates are based upon the county estimates.  The county estimates methodology is available at: <http://www.census.gov/popest/topics/methodology/2009-st-co-meth.pdf>.,,,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,,
"Table 1.  Annual Estimates of the Population of Metropolitan and Micropolitan Statistical Areas: April 1, 2000 to July 1, 2009 (CBSA-EST2009-01)",,,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,,
Release Date: March 2010,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
